title,description,tags
"The Complete Web Developer Bootcamp - Beginner to Expert","Complete web development training. Get hired by building real apps with HTML, CSS, JS, Rails in this immersive course.","HTML;CSS;Node js;Rails"
"Ethereum Blockchain Developer: Build Projects Using Solidity","One Of The Largest, Most In-Depth Ethereum Blockchain Development Courses, Helping You To Build Projects Using Solidity!","BlockChain"
"JavaScript Basics - JavaScript for Beginners","JavaScript for Beginners: Learn JavaScript through whiteboard instruction videos, coding in the browser and quizzes.","javaScript"
"Selenium WebDriver With Python 3.x - Novice To Ninja","Join the best course to learn how to implement an automation framework from scratch using real web application","Selenium WebDriver;Selenium Testing Framework;Python;Automation"
"Design Patterns in C# and .NET","Discover the modern implementation of design patterns with C# and .NET","C#"
"REST API Automation testing from scratch-(Rest Assured java)","Join the-"Top Ranked #1 Master API Automation  course - 6,000+ students learning together with great collaboration","REST API;API Testing;Automation;Selenium Testing Framework;Unit Testing;Penetration Testing;Java;Machine Learning;Deep learning;Mathematics for Machine Learning"
"Learn To Code By Making a 2D Platformer in Unity","Game development made easy. Learn C# using Unity and create your very own 2D Platformer","2D Game Development;Unity;Game Development Fundamentals;3D Game Development;Mobile Game Development;C#"
"Beginning C++ Programming - From Beginner to Beyond","Obtain Modern C++ Object-Oriented Programming (OOP) and STL skills needed for game, system, and application development.","C++;Game Development Fundamentals;3D Game Development;2D Game Development;Mobile Game Development"
"Meteor and React for Realtime Apps","Master the fundamentals of Meteor and React with this tutorial as you develop secure, dynamic apps","React;React Native"
"Learn Ionic 3 From Scratch","Create Cross Platform Mobile Applications with Ionic 3, Angular 4, TypeScript and Firebase.","Ionic;Angular;Firebase"
"Unreal Engine 4 Mastery: Create Multiplayer Games with C++","Unleash the power of C++ and Blueprint to develop Multiplayer Games with AI in this Epic Games-approved course.","Unreal Engine;C++"
"The Complete Java Developer Course","Learn Java like a Professional! Start step by step from basic to build complete games and apps with Java8","Java"
"Angular Essentials (Angular 2+ with TypeScript)","The most efficient way to dive into Angular 2 or Angular 5 if you got limited time or need to refresh the basics!","Angular"
"Learn Kubernetes from a DevOps guru (Kubernetes + Docker)","Master Kubernetes to deploy, manage, and scale robust, performant, and reliable containerized applications with ease","Kubernetes;DevOps;Docker"
"The Agile Samurai Bootcamp","Everything you need to setup, execute, and successfully deliver your own Agile project.",""
"ASP.Net MVC Quick Start","Build a basic CRUD (Create, Read, Update, Delete) web application with MVC and the Entity Framework in a weekend.","Entity Framework"
"Java and Android Development for beginners: 86 Hours+84 Apps","This self-contained course will help you learn Android app development for beginners and create your first mobile apps.","Java;Android Studio;Android Development"
"Data Structure and  Algorithms Analysis - Job Interview","Write code that run faster, use less memory and prepare for Software Engineer Job Interview","Algorithms"
"Learn Bootstrap By Building Projects - Includes Bootstrap 4","Master Responsive Web Development Using Bootstrap 3 and Bootstrap 4 While Building Real Life projects","Bootstrap"
"PHP OOP: Object Oriented Programming for beginners + Project","PHP OOP: Learn OOP PHP and Take your skills to another level. Make serious money by building awesome applications. ","PHP;Object Oriented Programming"
"MERN Stack Front To Back: Full Stack React, Redux & Node.js","Build and deploy a social network with Node.js, Express, React, Redux & MongoDB. Learn how to put it all together.","React;React Native;Redux;Redux Framework;Express Framework;MongoDB"
"The Complete Android Oreo Developer Course - Build 23 Apps!","Learn Android App Development using Java & Kotlin and build real apps including Super Mario Run, Whatsapp and Instagram!","Android Studio;Android Development;Java;Kotlin"
"Learn JMETER from Scratch -(Performance + Load) Testing","Top class Jmeter lectures explaining Load testing with real time examples including material and query support","Selenium Testing Framework;Unit Testing;API Testing;Penetration Testing"
"Full-Stack Web Apps with Meteor and React","Create full-stack web applications using Meteor and React","React;React Native"
"Angular (Full App) with Angular Material, Angularfire & NgRx","Use Angular, Angular Material, Angularfire (+ Firebase with Firestore) and NgRx to build a real Angular App","Angular;Firebase"
"Node.js, Express & MongoDB Dev to Deployment","Learn by example building & deploying real-world Node.js applications from absolute scratch","Express Framework;MongoDB"
"Master Java Web Services and REST API with Spring Boot","Learn to develop RESTful and SOAP Java Web Services with Spring and Spring Boot in 90 easy steps","Java;REST API;API Testing;Spring Framework"
"Make an Action RPG in GameMaker Studio 2 (V1.4 Compatible)","A Fun Game Maker's Guide for Scripting a 2D Video Game","Android Studio;Game Development Fundamentals;3D Game Development;2D Game Development;Mobile Game Development;Shell Scripting"
"The complete JavaScript developer: MEAN stack zero-to-hero","Build full stack JavaScript apps with the MEAN stack, using Node.js, AngularJS 1.x, Express and MongoDB","javaScript;Express Framework;MongoDB"
"Python from Beginner to Intermediate in 30 min.","Complete Python Programming in 30 min - Get ready for Advanced Concepts.","Python"
"GitHub Ultimate: Master Git and GitHub - Beginner to Expert","Go from complete novice to expert in Git and GitHub using step-by-step, no-assumptions learning","Git;Machine Learning;Deep learning;Mathematics for Machine Learning"
"Complete Elasticsearch Masterclass with Logstash and Kibana","Learn how to build a search engine and break into big data by mastering Elasticsearch, Kibana and Logstash (ELK stack)","Unreal Engine;Big Data"
"The Modern JavaScript Bootcamp (2018)","Learn JavaScript by building real-world apps. Includes 3 real-world projects, 80 programming challenges, and ES6/ES7!","javaScript"
"The Ultimate Python Programming Tutorial ","Python Programming tutorial for beginners. This Python Training Course Comes with Certification of Completion","Python;Oracle Certification;AWS Certification;Salesforce Certification;ITIL Certification"
"Programming for Complete Beginners in C#","Learning to code C#?  We have provided HD video lectures, live coding sessions, and nearly 100 exercises to learn on!","C#;Machine Learning;Deep learning;Mathematics for Machine Learning"
"Javascript - From Beginner to Pro-Build real world JS apps","Master JavaScript with the most complete JavaScript course on market! 1st step to learn JS - React, Angular or Vue JS","javaScript;Node js;React;React Native;Angular"
"ChatBots: Messenger ChatBot - DialogFlow and nodejs","Use DialogFlow to train chatbot to have dialogs. Master DialogFlow. Create chatbot for Messenger. Chatbots",""
"Serverless Architecture on Amazon Web Services","Deploy Serverless Applications on AWS utilizing DynamoDB, Lambda, API Gateway and S3 in 30 minutes","Amazon AWS;AWS Certification;REST API;API Testing"
"Become a Certified Web Developer","Complete coverage of HTML, CSS, Javascript and PHP for the Certified Web Developer Exam.","HTML;CSS;javaScript;PHP"
"Apache Spark with 2.0 Java -Learn Spark from a Big Data Guru","Learn analyzing large data sets with Apache Spark by 10+ hands-on examples. Take your big data skills to the next level.","Apache;Java;Big Data"
"Learn JavaScript for Web Development","Advance your Web Development Skills By Learning Javascript from JavaScript Expert","javaScript;Machine Learning;Deep learning;Mathematics for Machine Learning"
"Apache Spark with Scala - Learn Spark from a Big Data Guru","Learn Apache Spark and Scala by 12+ hands-on examples of analyzing big data","Apache;Big Data"
"GCP: Complete Google Data Engineer and Cloud Architect Guide","The Google Cloud for ML with TensorFlow, Big Data with Managed Hadoop","Google Flutter;TensorFlow;Big Data;Hadoop"
"Angular 2+ with Typescript - Essential Training","Learn Angular 2 (or 4) from the ground up | This course combines a Project, Slides and Quizzes | Perfect for beginners","Angular"
"Chef Fundamentals: A Recipe for Automating Infrastructure","The Chef-Certified beginner’s guide to developing cookbooks locally and distributing changes with a Chef Server","SQL Server;Windows Server"
"Learn Nodejs by building 12 projects","Become an Expert Nodejs Developer While Building Real World Applications",""
"The Docker for DevOps course: From development to production","Updated for Docker v17.06. Learn how to build and deploy web applications with Docker in an automated way.","Docker;DevOps"
"Dissecting Ruby on Rails 5 - Become a Professional Developer","Don't simply follow a tutorial, learn what it really takes to become a pro Rails developer with this immersive course.","Rails"
"Bash Scripting and Shell Programming (Linux Command Line)","Learn bash programming for Linux, Unix, & Mac. Learn how to write bash scripts like a pro & solve real-world problems!","Shell Scripting;Kali Linux;Linux;Linux Administration"
"The Complete MySQL Developer Course","MySQL: Learn how to use MySQL and PHP to build Reports and work with Databases for Web Applications","MySQL;PHP"
"Complete PHP Course With Bootstrap3 CMS System & Admin Panel","In this complete course students will learn how to use PHP with Bootstrap3 as well as A CMS System and Admin Panel","PHP"
"The Complete Sass & SCSS Course: From Beginner to Advanced","No more cluttered CSS! Realize clean designs lightning-fast and without frustration using Sass & SCSS.","CSS"
"Node JS: Advanced Concepts","Get advanced with Node.Js! Learn caching with Redis, speed up through clustering, and add image upload with S3 and Node!","Node js"
"Python for Beginners: Learn Python Programming (Python 3)","Learn Python Programming the Easy Way, Complete with Examples, Quizzes, Exercises and more. Learn Python 2 and Python 3.","Python"
"Java Memory Management","What Java professionals need to know about memory, garbage collection, tuning the VM, and avoiding memory leaks.","Java;Database Management"
"C# Developers: Learn the Art of Writing Clean Code","Learn the techniques to write better C# code and stand out in technical interviews","C#;Digital Art;Pixel Art"
"Java Persistence: Hibernate and JPA Fundamentals","A simple-to-follow and easy-to-understand training course on Java Persistence with JPA by Example","Java"
"Vue JS 2.0 - Mastering Web Apps","Create the VueJS 2.0 apps you always wanted. Build 5 apps, learn development secrets, VueRouter, Vuex, & more!","Node js"
"Git Going Fast: One Hour Git Crash Course","Learn the key concepts and basic workflow for Git and GitHub with this easy to follow, top rated, bootcamp-style course!","Git"
"BASH Programming Course: Master the Linux Command Line!","Go from beginner to advanced with the Linux command line in this BASH programming course!","Kali Linux;Linux;Linux Administration"
"Teach Your Kids to Code: Learn Python Programming at Any Age","Short, colorful apps and games you & your child can program right away, for ages 5 to 95! PC, Mac and Linux!","Python;Kali Linux;Linux;Linux Administration"
"Server Side Rendering with React and Redux","Build React, Redux, and React Router apps using Server Side Rendering (SSR), Isomorphic, and Universal JS techniques","SQL Server;Windows Server;React;React Native;Redux;Redux Framework;Node js"
"Electron for Desktop Apps: The Complete Developer's Guide","Use the Electron Framework to build compelling cross platform desktop applications with the latest web dev technologies",""
"Node.js: The Complete Guide to Build RESTful APIs (2018)","Learn to build fast, scalable and secure RESTful services with Node, Express and MongoDB, from setup to production","Node js;Express Framework;MongoDB"
"Comprehensive Alexa Skill Development course (2018 Updated)","Learn how to develop Alexa Skills using Alexa Skills Kit (ASK). Add custom Skills to your Amazon Echo, Echo Dot devices.","Amazon AWS"
"The Full Stack Web Development","Learn Full Stack Web Development Building Over 40+ Projects",""
"Python Beyond the Basics - Object-Oriented Programming","From Classes To Inheritance - OOP In-Depth For Python Programmers","Python"
"Build Enterprise Applications with Angular 2 (and Angular 4)","Firebase, Authentication, Ionic, Integration with ASP.NET Core, Performance Optimization, Redux and Unit Testing","Angular;Firebase;Ionic;Landing Page Optimization;Redux;Redux Framework;Unit Testing;Selenium Testing Framework;API Testing;Penetration Testing"
"Ethereum Developer: Build A Decentralised Blockchain App","The Most Comprehensive Course On Building A Decentralised Blockchain Application. Learn Solidity & Become A DApp Dev!","BlockChain"
"ASP NET Core (ASP.NET 5),MVC 6,C#,Angular4 & EF Crash Course","Learn How To Build Cross Platform Web Apps in ASP.NET Core Utilizing MVC 6, C#, Web Api, Angular 4 & Entity Framework","C#;REST API;API Testing;Angular;Entity Framework"
"The Complete ARKit Course - Build 11 Augmented Reality Apps","Become an iOS Augmented Reality Developer by Building 11 High-Level AR Apps using ARKit in iOS 11 and Swift 4.","Augmented Reality;Virtual Reality;iOS Development;Swift"
"Android Training & Certification - 49 Projects","Learn how to make Android Applications using these CodeAlong Videos, which includes 49 total projects","Android Studio;Android Development;Oracle Certification;AWS Certification;Salesforce Certification;ITIL Certification"
"Learn Python: The Complete Python Programming Course","Learn A-Z everything about Python, from the basics, to advanced topics like Python GUI, Python Data Analysis, and more!","Python"
"Jenkins Bootcamp: Fully Automate Builds Through Deployment","An introduction to the Jenkins build server using continuous integration and deployment techniques -- all step by step.","Jenkins;SQL Server;Windows Server"
"Learn AngularJS Step By Step","Very easy to learn video series on Angular-JS 1.4.1, Specially for those who are Beginners in this technology.",""
"MySQL for Beginners","Learn how to Create, Use and Handle a MySQL Database from Scratch.","MySQL;Database Management"
"Become a Professional Python Programmer","Learn all the important skills Python programmers need to get all the best programming jobs","Python"
"iOS 11 and Swift 4 for Beginners: 200+ Hands-On Tutorials","Learn by doing, with the highest quality course on app development. Auto Layout, Core Data, Animation, & more!","iOS Development;Swift;3D Animation"
"All about NodeJS","Create & Deploy High Performance Node JS Apps on the Cloud and More !","Node js"
"Servlets and JSPs Tutorial: Learn Web Applications With Java","Learn how to create dynamic websites using the Java programming language with this java web application tutorial","Java;Natural Language Processing"
"Learn Basic Commands in Linux Shell","This course will teach you the basics of using the linux shell commands.","Kali Linux;Linux;Linux Administration;Shell Scripting"
"C# Developers: Double Your Coding Speed with Visual Studio ","Fast Coding Techniques that Every C# Developer Must Know","C#;Android Studio"
"The Ultimate Beginner's Guide to Django 1.11","Learn how to make and publish websites with Django and Python. We'll make three complete apps and publish one online.","Django;Python;Online Business"
"Ionic 1 by Example: Create Mobile Apps in HTML5","Learn to build cross-platform iOS and Android apps in HTML/CSS/JavaScript with Ionic Framework, AngularJS and Cordova.","Ionic;iOS Development;Android Studio;Android Development"
"C Programming For Beginners - Master the C Language","C Programming will increase career options.  Become a better dev in other languages by learning C.   Pointers explained","Objective C;Natural Language Processing;Machine Learning;Deep learning;Mathematics for Machine Learning"
"Java Swing (GUI) Programming: From Beginner to Expert","Learn how to create desktop and Internet GUI Java programs and take your Java programming to the next level.","Java"
"How to Program Games: Tile Classics in JS for HTML5 Canvas","Learn to code tile-based worlds and related core gameplay for genres like arcade, overhead racing, and puzzle adventure.","Node js"
"JSF 2.2 - Java Server Faces for Beginners - Build a DB App","JSF 2.2 - Build a Real JSF Web Application that connects to a Database - Most Popular JSF course","Java;SQL Server;Windows Server;Database Management"
"Beginner API development in Node, Express, ES6, & MongoDB","REST API backend development. Build Node API and restful express API","REST API;API Testing;Node js;Express Framework;MongoDB;Backend Development"
"Learn to code with HTML - Beginner to Expert","Learn and Understand HTML & HTML5 From a total Beginner to and Expert HTML Web Developer","HTML"
"Testing Angular 4 (previously Angular 2) Apps with Jasmine","Learn to write unit and integration tests for your Angular apps and deploy them with confidence","Selenium Testing Framework;Unit Testing;API Testing;Penetration Testing;Angular"
"Learning Data Structures in JavaScript from Scratch","Write more efficient & performant code by learning data structures.  Be well prepared for technical interview questions.","Machine Learning;Deep learning;Mathematics for Machine Learning;data structures;javaScript"
"Complete DEVOPS with Docker, Jenkins, GIT, Vagrant and Maven","The Complete Devops Tutorial: Covering Docker Mastery, Jenkins Tutorial, GIT Tutorial, Vagrant and Maven Tutorial","DevOps;Docker;Jenkins;Git"
"Learn Angular 2 from Beginner to Advanced","Learn how to develop web applications using Angular 2","Angular"
"React JS, Angular & Vue JS - Quickstart & Comparison","Angular (Angular 2 or 4), React or Vue? Get a Crash Course on each of them and a detailed comparison!","React;React Native;Node js;Angular"
"Javascript for Beginners Learn by Doing Practical Exercises","JavaScript for Beginners : Work closely with me doing exercises & learn more. I make Javascript easy for you guaranteed.","javaScript"
"The Complete PHP MySQL Professional Course with 5 Projects","Learn PHP MYSQL by building 5 Projects including PHP Regular Expressions & CMS | Become a Full Stack Back-End Developer.","PHP;MySQL;Backend Development"
"Responsive Web & Mobile Development in HTML,CSS & Javascript","Create interactive and responsive web/hybrid mobile apps for android and ios using HTML, CSS and Javascript","javaScript;Android Studio;Android Development;iOS Development;HTML;CSS"
"Python eCommerce | Build a Django eCommerce Web Application","Launch your business by learning to build your own eCommerce app step-by-step.","Python;WordPress for Ecommerce;Django;Online Business;Web Design Business;Machine Learning;Deep learning;Mathematics for Machine Learning"
"Nuxt.js - Vue.js on Steroids","Build highly engaging Vue JS apps with Nuxt.js. Nuxt adds easy server-side-rendering and a folder-based config approach.","Node js"
"Part 2 Certified Enterprise Architect Certification Training","Software architecture certification with TOGAF 9® Part 2 exam, to become TOGAF Certified.","Oracle Certification;AWS Certification;Salesforce Certification;ITIL Certification"
"The Complete HTML & CSS Course - From Novice To Professional","In this Udemy Course Students will be able to learn a Complete HTML & CSS Course taking them From Novice To Professional","HTML;CSS"
"C Programming - Complete Tutorial For Beginners","Learn C programming language for beginners in easy & effective steps, practical approach, will prepare you for interview","Objective C;Natural Language Processing"
"Data Structures and Algorithms:  Deep Dive Using Java","Learn about Arrays,  Linked Lists, Trees,  Hashtables, Stacks,  Queues,  Heaps, Sort algorithms and Search algorithms","data structures;Algorithms;Deep learning;Java"
"How to Make a Freaking iPhone App - iOS 10 and Swift 3","iPhone App Development from scratch. Learn how to make iOS apps using Xcode 8. The Basics Include Pokemon Go & Snapchat","iOS Development;Swift;Xcode"
"Become a Hadoop Developer |Training|Tutorial ","Learn Hadoop and get certified & bag one of the highest paying IT jobs in current times.  ","Hadoop"
"The Ultimate Vue JS 2 Developers Course","Learn and master VueJS by building 3 professional, real world web application using Vue!","Node js"
"Alteryx Bootcamp","From couch to Alteryx developer in 4 hours.",""
"Docker from A to Z™: Swarm + Jenkins","In this Docker complete training, you'll master Docker with Jenkins, DevOps and AWS.","Docker;Jenkins;DevOps;AWS Certification;Amazon AWS"
"Getting Started With Apache Cassandra ","Learn everything you need to know to use Apache Cassandra","Apache"
"Learn to Code with Ruby","A comprehensive introduction to coding with the Ruby programming language. Complete beginners welcome!","Natural Language Processing"
"Flutter & Dart - The Complete Flutter App Development Course","Build iOS and Android Apps with a Single Codebase - Learn Google's Dart and Flutter Mobile Development Framework","Google Flutter;iOS Development;Android Studio;Android Development"
"SQL Tutorial: Learn SQL with MySQL Database -Beginner2Expert","Learn SQL and Database Development to work effectively in DBMS like MySQL, SQL Server, Oracle, PostgreSQL, DB2 etc.","SQL;Oracle SQL;SQL Server;Microsoft SQL;MySQL;Database Management;Windows Server;Oracle Certification"
"Mobile App Design from scratch with Sketch 3 : UX and UI","The new, improved and updated best-selling step by step guide to learn how to design a great mobile app.",""
"Complete ASP NET MVC Web Development - Newbie to Ninja!","Learn Web Development with ASP NET MVC and C#.  From absolute basics to ninja learn C# and MVC like Pro Web Developer!","C#"
"Learn Software Testing from Scratch-Be an QA Lead","One single place to master all Software testng Principles  and techniques with Practical examples","Selenium Testing Framework;Unit Testing;API Testing;Penetration Testing"
"Python for Beginners : Concise and Practical","Learn Python from the beginning and get ready to use it in the future!","Python"
"Learn Spring Boot in 100 Steps - Beginner to Expert","Become an expert on Spring Boot developing a REST API and a Spring MVC Web application in 100 steps","Spring Framework;REST API;API Testing"
"Backbone Tutorial: Learn Backbonejs from Scratch","A collection of hands-on, step-by-step, bite-sized Backbone tutorials covering fundamentals of Backbone.",""
"React Redux React-Router: From Beginner to Paid Professional","learn React, Redux, React-Router, ECMAScript2015(ES6) by creating many applications such as Todo List, YouTube and Imgur","React;React Native;Redux;Redux Framework"
"Write PHP Like a Pro: Build a PHP MVC Framework From Scratch","Learn to write faster, easier to maintain, more secure PHP websites by using a model-view-controller framework","PHP"
"The Ultimate Web Developer How To Guide","Complete web developer Guide to websites working with HTML, CSS, JavaScript, PHP, Bootstrap, JQuery, MySQL and more","HTML;CSS;javaScript;PHP;Bootstrap;MySQL"
"Programming Java for Beginners - The Ultimate Java Tutorial","Learn Java Programming at your own Pace. Comes Complete with Working Files and a Verifiable Certificate of Completion.","Java"
"Learn SVG Animation - With HTML, CSS & Javascript","Learn how these powerful animation are created using HTML,CSS & Javascript","3D Animation;HTML;CSS;javaScript"
"React and Flux Web Development for Beginners","The comprehensive guide to building professional web apps with Facebook's React & Flux","React;React Native"
"iOS 10 & Swift 3 - iPhone App Development | Beginning to End","The complete iOS 10 course with Xcode 8 and Swift 3. From beginner to professional.","iOS Development;Swift;Xcode"
"Learning Algorithms in JavaScript from Scratch","Make your code & programs faster and more efficient by using algorithms. Be very well prepared for technical interviews.","Machine Learning;Deep learning;Mathematics for Machine Learning;Algorithms;javaScript"
"Build a Blockchain and a Cryptocurrency from Scratch","Build a blockchain and cryptocurrency. Discover the engineering ideas behind technologies like Bitcoin and Ethereum!","BlockChain"
"Running a Web Development Business: The Complete Guide","Learn how to start and grow a successful web development business. Get up & running and making sales in under a week.","Online Business;Web Design Business"
"Coding for Entrepreneurs: Learn Python, Django, and More.","A Programming Class for Non-Technical Founder(s). Learn Django- the #1 Python Frameworks, APIs, HTML, CSS,  + Payments.","Python;Django;HTML;CSS"
"11 Essential Coding Interview Questions + Coding Exercises!","Learn 3 handy problem solving techniques. Get 11 hand-picked problems. Get ready for your next coding interview!",""
"Introduction to Java for Programmers","With over 200 videos and 20 hours of content, this Java training course will teach you to program in Java 7 and Eclipse.","Java"
"Shopify Power: Build An Ecommerce Website Using Shopify","Shopify Ecommerce Website Course |Learn Shopify From A Proven Expert | Integrate Shopify With Amazon, Etsy and eBay","Shopify;Shopify Dropshipping;WordPress for Ecommerce;Amazon AWS"
"The Complete Python Course | Learn Python by Doing","Go from Beginner to Expert in Python by building projects. The best investment for your Python journey!","Python"
"Python Programming for Beginners","Recently updated with new, better Python development content for beginners.","Python"
"Vim Masterclass","Mastering the vi and Vim Editors on the Linux, Unix, Mac, and Windows Operating Systems","Kali Linux;Linux;Linux Administration;Windows Server;Embedded Systems"
"Mastering SQL Server 2016 Integration Services (SSIS)","Learn How to Create SSIS Packages From Scratch Step By Step","SQL;Oracle SQL;SQL Server;Microsoft SQL;Windows Server"
"The Complete Front-End Web Development Course!","Get started as a front-end web developer using HTML, CSS, JavaScript, jQuery, and Bootstrap!","Frontend Development;HTML;CSS;javaScript;Bootstrap"
"The Complete Apache Groovy Developer Course","Learn how to program using Apache Groovy.","Apache"
"Kotlin for Beginners: Learn Programming With Kotlin","Learn Kotlin from scratch! Grasp object-orientation and idiomatic Kotlin to realize coding projects and Android apps!","Kotlin;Android Studio;Android Development"
"Angular RxJs Reactive Programming & FREE Ebook","Uses Angular 6 Learn RxJs, Observables  + Build Angular Applications in Reactive Programming Style","Angular"
"Build Your Own First Person Shooter / Survival Game in Unity","Part I: Create and Design Artificially Intelligent Game Characters with Advanced Animation Systems","Game Development Fundamentals;3D Game Development;2D Game Development;Mobile Game Development;Unity;3D Animation;Embedded Systems"
"Wordpress Complete Web Design :Latest Wordpress Design Techs","Master Wordpress website design with Elementor : beginner to Advanced - no coding & build Wordpress ecommerce web Design","WordPress;WordPress for Ecommerce"
"Object Oriented PHP & MVC","Build a custom object oriented PHP MVC framework and then build an application with it","Object Oriented Programming;PHP"
"Comprehensive Ruby Programming","Learn how to program in the Ruby programming language, starting from scratch and moving to advanced coding techniques.","Natural Language Processing"
"Learn Python by Building a Blockchain & Cryptocurrency","Learn Python from the ground up and use Python to build your own basic Blockchain and Cryptocurrency (Coin)!","Python;BlockChain"
"The Complete Apple Watch Developer Course - Build 14 Apps","Build real apps for the new Apple Watch - no programming experience required.",""
"The Complete Junior to Senior Web Developer Roadmap (2018)","Go from Junior Developer to Senior Developer. Learn all the technical skills Senior Web Developers know in 2018!",""
"Unit Testing for C# Developers","Master unit testing C# code with NUnit and Moq: all about dependency injection, best practices and pitfalls to avoid","Unit Testing;Selenium Testing Framework;API Testing;Penetration Testing;C#"
"JavaScript Game Development: Create Your Own Breakout Game","Take your JavaScript learning experience to the next level and start building interactive games.","javaScript;Game Development Fundamentals;3D Game Development;2D Game Development;Mobile Game Development;Machine Learning;Deep learning;Mathematics for Machine Learning"
"Django 2 & Python | The Ultimate Web Development Bootcamp","Build three complete websites, learn back and front-end web development, and publish your site online with DigitalOcean","Django;Python;Frontend Development;Online Business"
"Learning ECMAScript The Next Generation of Javascript","Start using EcmaScript in production and own projects today.","Machine Learning;Deep learning;Mathematics for Machine Learning;javaScript"
"The Complete jQuery Course: From Beginner To Advanced!","Use jQuery to create stunning animations, provide fast feedback forms, handle all user events and perform Ajax calls.","User Interface"
"Selenium WebDriver with Java & Cucumber BDD","Build a start to finish web automation testing framework and simulate user behavior on a web application + LIVE TEST APP","Selenium WebDriver;Selenium Testing Framework;Java;Automation;Unit Testing;API Testing;Penetration Testing;User Interface"
"Scrapy: Powerful Web Scraping & Crawling with Python","Python Scrapy Tutorial - Learn how to scrape websites and build a powerful web crawler using Scrapy and Python","Python"
"Professional Python Web Development Using Flask","Learn from scratch how to build backend web applications using Python Flask, Cloud9, MySQL and Docker Containers","Python;Backend Development;MySQL;Docker"
"Ionic Master Course - The New Generation of Mobile Apps","Ionic, as taught by a native app developer and NOT a web developer! Learn to create cross platform apps.","Ionic;React Native"
"PHP MVC Framework CodeIgniter Tutorial for Beginners Project","Learn how to use the Most Popular PHP MVC Framework and create the best applications, easily, securely and fast. ","PHP"
"Building An E-Commerce Store Using Java Spring Framework","Hands-on experience with Spring MVC, Spring Data, Hibernate, JPA, Spring Security, Spring Webflow and more","WordPress for Ecommerce;Retail Store Design;Java;Spring Framework;Cyber Security;Network Security"
"Java Maven :101 Stop Building Java Programs the Hard Way!","Java: Secrets of Building and Managing Java and Java Spring Projects. Learn to use the Java Build Tool - Apache Maven.","Java;Spring Framework;Apache"
"Angular Styling & Animations (for Angular 2+)","For Angular 2/ Angular 5: Learn how to use dynamic Styles and powerful Animations to create beautiful Angular Apps","Angular"
"An 16 Hour C# Course With Microsoft Visual Studio 2013","Quadruple Your Skills: Learn C# , Microsoft Visual Studio 2013, Debugging and SQL Server Basics!","C#;Microsoft SQL;Microsoft Azure;Android Studio;SQL;Oracle SQL;SQL Server;Windows Server"
"iOS 10 and Xcode 8 - Complete Swift 3 & Objective-C Course","A Complete iOS 10 and Xcode 8 Course with Swift 3 & Objective-C","iOS Development;Xcode;Swift"
"Learn Android Programming From Scratch - Basics","A Fun Course For Learning Android Programming.","Android Studio;Android Development;Machine Learning;Deep learning;Mathematics for Machine Learning"
"Build Realtime Apps | React Js, Golang & RethinkDB","A practical guide that teaches you ReactJs, Golang & RethinkDB. Optimally paced, no-nonsense. You'll learn quickly!","React;React Native;Node js"
"Create a REAL Social Network like Facebook in PHP + MySQL","Learn how to create your very own Social Networking website from scratch! A COMPLETE walkthrough!","PHP;MySQL;IT Networking Fundamentals"
"Data Analysis with Python & Pandas","Learn Python for data analysis and visualization by analyzing large datasets. Covering Python 3, Pandas, and Seaborn.","Python"
"Complete C# Masterclass","Learn C# Programming - WPF, Databases, Linq, Game Development with Unity. More than just the C# basics and fundamentals!","C#;Game Development Fundamentals;3D Game Development;2D Game Development;Mobile Game Development;Unity"
"iPhone App Programming for Noobs - UPDATED iOS 9 Swift 2","The exciting class that takes you on an adventure to learn how to make iOS 9 iPhone apps, using Swift 2 and Xcode 7.","iOS Development;Swift;Xcode"
"Unity Android Game Development : Build 7 2D & 3D Games","Unity Game Development & Design, Learn Unity Android Game Development with C# & Unity","Unity;Android Studio;Android Development;Game Development Fundamentals;3D Game Development;2D Game Development;Mobile Game Development;3D Animation;3D Modeling;C#"
"User Stories for Agile Scrum+Product Owner+Business Analysis","Complete overview of requirements, user story template, epics, splitting, acceptance criteria +business analyst examples","User Interface"
"The Build a SAAS App with Flask Course","Build a real world web app with Python, Flask and Docker. Learn to accept payments with Stripe and so much more.","Python;Docker"
"Object Oriented Programming (OOP) in PHP - Build An OOP Site","No PHP knowledge required. Everything you need to know to build and manage OOP websites in PHP, including Wordpress","Object Oriented Programming;PHP;WordPress;WordPress for Ecommerce"
"Complete Python 3 Masterclass Journey","Master Python 3! Use story based learning to go from a beginner to being able to create real programs with Python!","Python;Machine Learning;Deep learning;Mathematics for Machine Learning"
"Gradle Foundations: A Crash Course to Gradle","Learn the core concepts of the Gradle.",""
"Create Your First RPG And FPS Multiplayer Game In Unity","Learn To Code In C# And How To Create Role Playing And First Person Shooter Multiplayer Games In Unity3D","Game Development Fundamentals;3D Game Development;2D Game Development;Mobile Game Development;Unity;C#"
"Architect Android apps with MVP, Dagger, Retrofit & RxJava","Learn software architecture skills. Build apps with Model-View-Presenter pattern. Make apps more robust and fun.","Android Studio;Android Development"
"Learn Perl 5 By Doing It","Learn Perl by actually creating useful, working Perl programs for everything from web scraping to fixing your data.",""
"Docker for Java Developers","Learn how you can use Docker to supercharge your enterprise Java Development!","Docker;Java"
